AMD,SHAN,NVDA,AMZN
180.77974919536115,3097.3615255169343,888.7623987626483,175.31661464711436
79.10241550225722,2812.055929002884,215.4184312514552,97.80388882998285
113.02488411457475,3625.449546444055,199.25658873810497,168.33954015983173
154.19759138463783,2984.1585564698375,308.01327847857306,170.03598392772915
72.84124510419934,3231.1422053177753,154.71549391000786,93.02052764182098
139.32804207617937,3200.2683588558125,487.6187754156501,150.29156262035832
86.16504961672692,3231.1422053177753,171.1710106718941,113.79905314117171
122.72745371161223,3168.8846622024457,246.989268583219,170.03598392772915
96.28480626759467,3293.550351219025,275.0780342966453,104.40695522993556
111.28322056513917,3071.526304289061,437.98413163862625,137.68623737277156
85.47166647196423,3494.159934384632,186.37377150379166,138.2974873787373
76.9073462277641,3516.6873790574236,169.7885567712083,99.38570300739192
138.33257256776173,3513.16422706892,480.4552760757761,150.29156262035832
81.7753979365441,3124.7380763683254,177.0752972658383,161.11545783150754
108.91595136148979,3107.3857260513932,197.67843289983614,166.43347801085523
120.15828751396776,3292.912581854683,228.90879592294644,167.25059704234107
64.78276260379545,3408.794829296283,156.71999916769946,86.16397851700096
87.3589711601862,3049.2278438687786,192.23511708988337,181.18795378139384
69.0259603977493,3097.9439791472487,160.5563099888313,97.26076280672414
113.09884480096652,3254.9735444212442,455.5321233746834,129.37977312655593
75.63311773815093,3397.4156333855253,199.25658873810497,100.08066061537947
167.66713442128042,3199.5719760256707,867.0337287460429,184.73247901412822
107.65280929495778,3075.0373333170864,314.76598572691324,119.10400182357805
200.96915774610213,3306.6853954144653,855.7071926825606,173.91629177207147
92.55918912188514,3617.234008463645,171.1710106718941,107.27729897270095
90.022454317402,3210.1762866701465,196.52123107011866,124.73593054475523
102.35581696099338,3124.7380763683254,188.5739821746095,121.50812917698931
86.16504961672692,3049.2278438687786,188.5739821746095,124.76913349629207
70.49441259951494,2900.140190846748,179.69798983329264,97.87343096568732
94.94362172115139,3526.582794234126,286.0399411281519,110.23120964732657
103.37539648207458,2887.1377661075003,446.9887823105476,129.37977312655593
62.463242515907226,3019.217171924933,142.56566977306989,103.75491750597254
102.79260787336227,3590.9512678614,430.420787046182,126.1805116422744
94.94362172115139,3018.1786893670637,277.26068417920675,102.51803831852489
71.2578220852978,3033.8254451136063,161.65866820032963,89.98333034042088
102.9577351940441,3313.139734572055,207.82396850649064,163.96254761635294
90.022454317402,3588.089565368678,290.6293004523609,102.40827842226143
115.68998624860168,3307.027998573195,246.39205611823786,153.10671782332813
94.03490770251445,2873.069330324394,169.7885567712083,107.79832056676997
85.01859829028827,2985.398650899069,212.01777760760564,106.22430022289983
116.28543749637166,3585.4851112754795,234.12211145763564,151.06621184519645
97.99613477072245,3156.6043268919,423.9762967594258,126.1805116422744
109.92525669634031,2979.7418055000026,223.65142447800622,173.91629177207147
76.9073462277641,3283.876291291422,144.23023104388326,161.34556314618507
116.39587052561244,3552.1529429359543,484.55313396060626,142.4747778080455
90.022454317402,3124.7380763683254,179.69798983329264,121.50812917698931
111.28322056513917,3135.643848478265,404.93980981017023,128.14924352448313
120.5626475163675,3225.856978953917,430.420787046182,125.51051918893491
113.45078085650542,3071.526304289061,421.4615845229382,128.14924352448313
151.6221789242709,3293.550351219025,291.6223660362327,177.25020203844596
120.91289125567832,3566.052375669427,375.99563753680724,124.31848264673586
90.12909342908645,3149.6438355480323,271.3693709911324,104.40695522993556
138.33257256776173,3076.0723493363344,490.9364898345485,145.58814486808637
169.33125005658485,3536.2437365854503,718.7055007840895,170.03598392772915
105.73690204713331,3392.535380317613,223.65142447800622,173.40221349453745
81.48295224201013,3071.8848234763786,164.2274075366425,161.11545783150754
73.67197713806361,3384.4267790659183,161.65866820032963,97.80388882998285
109.11580957096028,2891.1853458997844,226.94301191435648,175.16782125204637
83.18142334351941,3041.342046537071,142.96699171040964,128.14924352448313
72.07879647663803,3582.3768522044825,165.18174115463128,101.58470927332239
109.81482366709953,3287.152270050929,410.65984167143694,129.37977312655593
165.23731041058033,3448.499523863302,718.7055007840895,167.25059704234107
122.80016986653818,3486.8809631102545,254.6656835000332,150.87734602004144
97.99613477072245,3542.1609382062293,196.24823348762885,181.18795378139384
101.24457811625877,3137.819783526107,189.29377753856662,142.4747778080455
142.54513530305258,2973.060632333836,492.9492059861946,154.06921663479994
143.71761399244383,3426.4605890540593,290.8638657484303,170.59023472716603
112.04517386693058,3250.0655253393556,455.5321233746834,139.73301518621372
81.7250031522504,3450.3508038754753,177.0752972658383,167.30182684219983
107.65280929495778,3566.052375669427,202.85340246677472,164.905204577188
106.18574305102162,3135.643848478265,223.65142447800622,175.94321979977843
146.1621202285446,3244.7463499164824,544.7103689222638,154.3501588876364
117.56920460839602,3165.2298221301025,453.35232695682635,144.61517265366314
61.07633181991006,3463.787516011386,138.9743545051321,102.82098375466882
