AMD,SHAN,NVDA,AMZN
109.81482366709953,2800.4029118765898,421.4615845229382,129.37977312655593
171.88268393519735,3043.0314175021863,718.7055007840895,172.03461713455988
124.13375666430404,3124.7380763683254,410.65984167143694,126.81093139240909
117.56920460839602,3542.1609382062293,404.73735720039264,124.31848264673586
81.43255745771643,3493.1926569783345,160.5563099888313,113.79905314117171
151.84333135468822,3045.860943393716,300.04103865786607,176.81950002267618
87.3589711601862,3019.5980461950467,158.58998889758877,104.40695522993556
86.12733787015706,3114.3547191392017,171.80879447704146,119.10400182357805
87.3589711601862,3026.582969088411,188.5739821746095,178.1842947257175
71.2578220852978,3364.665118173384,177.0752972658383,95.74267908952179
100.27329565327028,3283.876291291422,430.420787046182,126.81093139240909
167.66713442128042,3292.912581854683,608.233074074764,155.31309919777837
111.31969290798818,3543.2678516374604,223.65142447800622,140.29743529256098
71.2578220852978,3238.0212090671216,179.69798983329264,96.6960264656552
101.24457811625877,3057.6282168933485,233.8115949410736,154.3501588876364
112.04517386693058,3097.9439791472487,220.07002452723782,164.95953932546118
163.61421181491687,3602.606037953424,879.3225746268486,184.73247901412822
123.47824163493368,3008.592958840907,385.38025811497306,126.81093139240909
96.28480626759467,3049.2278438687786,410.65984167143694,129.37977312655593
105.27858656185666,3622.0620916773614,192.23511708988337,123.53739016938691
101.60032261993162,3058.013168686547,291.6223660362327,113.79905314117171
118.48600270732854,3530.179570851295,202.85340246677472,167.57561748657923
127.40706810957492,3609.741586289345,386.23986246682557,120.59583774736544
88.6472501782032,3168.8846622024457,270.5399818975185,106.22430022289983
97.99613477072245,3484.5142214014713,270.04552621906544,98.68230718242123
59.971066396097555,3107.3857260513932,130.23608456038974,119.61025076286761
75.11701707688349,3027.660900254269,140.74146792244778,157.8235229716068
96.92369563451412,3426.4605890540593,286.21002765559007,111.64180039016607
123.36862356881205,3226.242564573067,242.32141859446122,157.8235229716068
101.76057248830675,3237.6356234479717,418.0887022490045,125.51051918893491
135.39709561555327,3210.1762866701465,480.4868870594078,152.445925567832
106.30387891241608,3426.4605890540593,202.85340246677472,165.5740273752125
96.92369563451412,3107.3857260513932,265.3430978334871,98.68230718242123
128.96412488987696,3062.9054446611817,464.02745029479485,146.99893173987104
101.76057248830675,3530.179570851295,207.38511998562353,161.15773142383694
144.94513453273134,3213.356895411559,325.88446312774795,175.80594069242952
120.15828751396776,3543.2678516374604,492.7071373071899,143.39362914514928
102.9577351940441,3353.7014120322683,196.52123107011866,179.49103856249096
87.3589711601862,2973.060632333836,270.5399818975185,110.1846699934549
88.83590656727313,3081.3315274707747,169.7885567712083,106.22430022289983
155.41187638359597,3677.8800910310697,848.8982572163009,178.69533980585803
112.08164620977959,3071.0737419001275,239.62212294074394,148.15739430365176
59.971066396097555,3124.7380763683254,128.82164011027143,107.6773471063223
87.32125941361635,3434.389112644185,275.0780342966453,104.40695522993556
176.39548470084154,2979.7418055000026,737.9148284998381,170.03598392772915
117.56920460839602,3086.61147639873,395.6244830449914,125.51051918893491
87.3589711601862,3578.660245457368,201.2752466285059,171.92821789873753
74.12250233364473,3076.0723493363344,156.71999916769946,94.63528114629548
85.10670482115182,3312.7971314133256,147.41124538569207,137.4706761181294
68.62435433146003,3617.234008463645,171.1710106718941,94.29551215657403
116.28543749637166,3267.6123314756087,228.90879592294644,144.61517265366314
102.39339306834607,3089.13754420533,192.23511708988337,141.32701813307276
91.15630506972444,3589.7564176789474,203.49056810585,184.06758140644232
113.53967714621527,3232.02302738971,239.62212294074394,153.21041424666342
60.908087274753605,2907.357214040123,133.74597163006882,115.47058045400371
146.1621202285446,3225.856978953917,307.0202128947013,173.16909040488417
113.13531714381553,3653.596718580667,466.56287381389944,132.05296773954888
104.69824047308363,3225.856978953917,207.82396850649064,162.29326115555895
145.96166878294628,3019.217171924933,855.7071926825606,183.92753985059733
63.56853389941696,3320.562336569143,145.87862116630774,86.16397851700096
80.17173125485317,3267.6123314756087,151.61872588782228,164.95953932546118
80.44998747981205,3292.912581854683,139.92937795948143,127.70944535791678
108.91595136148979,3280.774076466819,220.42120941789327,163.46441746163572
79.10241550225722,3244.3607642973325,154.71549391000786,111.46430700711197
107.65280929495778,3559.6194340146035,196.52123107011866,164.905204577188
59.971066396097555,3097.3615255169343,135.40917781127013,111.72812096509968
67.86563588042586,2973.060632333836,130.23608456038974,114.6460767606209
108.2757505047212,2993.128855581376,423.2458000557882,137.4706761181294
92.55918912188514,3322.2871337288752,265.3430978334871,102.82098375466882
113.48725319935443,3058.013168686547,264.8953751428933,161.16437669110377
97.99613477072245,3536.2437365854503,182.19021536229988,141.32701813307276
111.31969290798818,3283.876291291422,458.8755412571257,128.18244647601995
